trade_id,symbol,trade_type,status,entry_price,average_price,current_size,size,created_at,closed_at,exit_price,average_exit_price,profit_loss,risk_reward_ratio,win_loss,configuration_id,is_contract,is_day_trade,strike,expiration_date,option_type
kMuBTH5Z,SPY,BTO,CLOSED,1.1,0.836666666666667,0,6,2024-11-04 17:27:13.477103+00:00,2025-01-25 17:44:55.067713+00:00,0.52,0.52,-1.9,,LOSS,1,True,True,570.0,2024-11-04 21:15:00+00:00,PUT
ZJYZ9IHN,SPY,BTO,CLOSED,0.3,0.3,0,1,2025-03-11 18:41:30.335000+00:00,2025-03-26 15:17:59.196000+00:00,0.58,0.58,0.28,,WIN,1,True,True,554.0,2025-03-11 20:30:00+00:00,P
GJDUSXAN,SPXW,BTO,CLOSED,11.1,11.1,0,1,2025-04-08 15:16:09.247000+00:00,2025-04-22 20:39:43.326000+00:00,0.0,0.0,-11.1,,LOSS,1,True,True,5250.0,2025-04-08 20:30:00+00:00,C
BaGV4VWJ,UVXY,BTO,CLOSED,25.01,24.5384,0,12.5,2024-11-03 20:32:35.329583+00:00,2024-12-18 19:11:57.162874+00:00,19.7256,19.7256,-60.16,,LOSS,2,False,False,,,
EuHPQZAr,SPX,BTO,CLOSED,1.15,1.15,0,1,2024-12-10 20:30:57.399889+00:00,2025-01-25 17:45:06.607246+00:00,1.0,1.0,-0.15,,LOSS,1,True,True,6040.0,2024-12-10 21:15:00+00:00,CALL
aYg6ohDn,SPY,BTO,CLOSED,0.36,0.36,0,6,2024-12-04 21:02:22.008173+00:00,2025-01-25 17:45:05.478041+00:00,0.0,0.0,-2.16,,LOSS,1,True,True,605.0,2024-12-05 21:15:00+00:00,PUT
WFwgjZuV,UVXY,BTO,CLOSED,0.77,0.77,0,2.5,2024-12-18 20:02:28.700704+00:00,2025-01-25 17:45:09.720705+00:00,1.672,1.672,2.255,,WIN,2,True,False,20.0,2024-12-27 21:15:00+00:00,PUT
cc9HTQ9i,SPY,BTO,CLOSED,0.17,0.17,0,6,2024-12-18 20:05:06.788072+00:00,2025-01-25 17:45:09.777073+00:00,0.1,0.1,-0.42,,LOSS,1,True,True,609.0,2024-12-20 21:15:00+00:00,CALL
kirFUX2f,SPY,BTO,CLOSED,0.8,0.8,0,3,2024-12-18 20:34:37.314777+00:00,2025-01-25 17:45:09.840416+00:00,0.55,0.55,-0.75,,LOSS,1,True,True,600.0,2024-12-20 21:15:00+00:00,CALL
ffjcWV6G,SPY,BTO,CLOSED,0.75,0.75,0,3,2024-12-18 21:14:30.500524+00:00,2025-01-25 17:45:10.016664+00:00,0.0,0.0,-2.25,,LOSS,1,True,True,595.0,2024-12-20 21:15:00+00:00,CALL
J7PKQSqJ,NVDA,BTO,CLOSED,2.45,2.45,0,4,2024-12-18 14:37:19.966259+00:00,2025-01-25 17:45:09.051324+00:00,4.35,4.35,7.6,,WIN,2,True,False,150.0,2025-01-17 00:00:00+00:00,CALL
2qES4MrS,SPY,BTO,CLOSED,0.28,0.21,0,12,2024-12-04 15:32:00.257835+00:00,2025-01-25 17:45:03.817414+00:00,0.04,0.04,-2.04,,LOSS,1,True,True,604.0,2024-12-04 21:15:00+00:00,PUT
mGDpYNJy,SPX,BTO,CLOSED,6.3,6.3,0,1,2024-12-11 15:43:12.410273+00:00,2025-01-25 17:45:06.767576+00:00,9.65,9.65,3.35,,WIN,1,True,True,6105.0,2024-12-13 21:15:00+00:00,CALL
NSV2fhE5,NVDA,BTO,CLOSED,1.01,0.95,0,2,2024-12-13 15:43:52.362953+00:00,2025-01-25 17:45:07.915198+00:00,0.74,0.74,-0.84,,LOSS,1,True,True,138.0,2024-12-13 21:15:00+00:00,CALL
2vTn9ELL,NVDA,BTO,CLOSED,0.38,0.38,0,4,2024-12-16 15:00:12.764179+00:00,2025-01-25 17:45:08.549591+00:00,0.0,0.0,-1.52,,LOSS,2,True,True,142.0,2024-12-20 21:15:00+00:00,CALL
hyqwE3ZZ,NVDA,BTO,CLOSED,3.2,3.0,0,2,2024-12-16 16:18:00.299321+00:00,2025-01-25 17:45:08.716820+00:00,7.1,7.1,12.3,,WIN,2,True,False,133.0,2024-12-27 21:15:00+00:00,CALL
bMDNMWRq,SPY,BTO,CLOSED,1.02,1.02,0,2,2024-12-05 20:19:22.578798+00:00,2025-01-25 17:45:05.839579+00:00,1.185,1.185,0.33,,WIN,1,True,True,606.0,2024-12-05 21:15:00+00:00,CALL
UzmyDnEq,SPX,BTO,CLOSED,4.9,3.26666666666667,0,2,2024-12-18 19:44:04.298333+00:00,2025-01-25 17:45:09.507407+00:00,0.0,0.0,-19.6,,LOSS,1,True,True,6020.0,2024-12-18 21:15:00+00:00,CALL
ha4CmxL8,SPX,BTO,CLOSED,4.1,4.1,0,1,2024-12-11 15:56:29.997130+00:00,2025-01-25 17:45:06.820497+00:00,0.0,0.0,-4.1,,LOSS,1,True,True,6050.0,2024-12-12 21:15:00+00:00,PUT
7pcjxTQm,NVDA,BTO,CLOSED,1.01,0.95,0,2,2024-12-13 14:49:33.619953+00:00,2025-01-25 17:45:07.430397+00:00,0.74,0.74,-0.84,,LOSS,1,True,True,138.0,2024-12-13 21:15:00+00:00,CALL
isvsxhVe,AMZN,BTO,CLOSED,4.25,4.25,0,2,2024-12-04 15:12:45.922304+00:00,2025-01-25 17:45:03.428812+00:00,3.8375,3.8375,-0.824999999999999,,LOSS,2,True,False,225.0,2025-01-03 21:15:00+00:00,CALL
Ky4zGCKa,NVDA,BTO,CLOSED,1.69,1.585,0,2,2024-12-10 17:11:29.298023+00:00,2025-01-25 17:45:06.505264+00:00,2.11,2.11,2.1,,WIN,2,True,False,142.0,2024-12-20 21:15:00+00:00,CALL
7dcQDH7L,KWEB,BTO,CLOSED,0.12,0.12,0,4,2024-12-13 14:42:16.478313+00:00,2025-01-25 17:45:07.354279+00:00,0.0,0.0,-0.48,,LOSS,2,True,False,34.0,2024-12-27 21:15:00+00:00,CALL
DrAHhAJ3,SPY,BTO,CLOSED,2.84,2.095,0,2,2024-12-16 17:42:54.065434+00:00,2025-01-25 17:45:08.836625+00:00,0.0,0.0,-12.57,,LOSS,2,True,False,620.0,2025-01-17 00:00:00+00:00,CALL
YJzFrFsA,SPY,BTO,CLOSED,0.09,0.09,0,6,2024-12-04 19:19:08.171998+00:00,2025-01-25 17:45:04.935748+00:00,0.0,0.0,-0.54,,LOSS,1,True,True,605.0,2024-12-04 21:15:00+00:00,PUT
M67JjCb5,KWEB,BTO,CLOSED,0.26,0.26,0,6,2024-12-04 20:36:10.169118+00:00,2025-01-25 17:45:05.298494+00:00,0.0,0.0,-1.56,,LOSS,2,True,False,32.0,2024-12-13 21:15:00+00:00,CALL
F3AapwKz,QQQ,BTO,CLOSED,0.35,0.35,0,6,2024-12-04 21:02:05.524174+00:00,2025-01-25 17:45:05.414139+00:00,0.0,0.0,-2.1,,LOSS,1,True,True,526.0,2024-12-05 21:15:00+00:00,CALL
9YUAQyLY,AMZN,STO,CLOSED,2.02,2.02,0,3,2024-12-04 15:48:12.005792+00:00,2025-01-25 17:45:04.013714+00:00,1.03,1.03,-2.97,,LOSS,1,True,True,220.0,2024-12-06 21:15:00+00:00,CALL
QtqRAcM3,SPX,BTO,CLOSED,2.45,1.53,0,2.5,2024-12-04 16:02:29.820617+00:00,2025-01-25 17:45:04.150449+00:00,1.14,1.14,-0.975,,LOSS,1,True,True,6060.0,2024-12-04 21:15:00+00:00,PUT
mwAxskLS,BITO,BTO,CLOSED,1.11,1.11,0,1,2024-12-04 15:09:45.533746+00:00,2025-01-25 17:45:03.329334+00:00,2.008,2.008,0.898,,WIN,2,True,False,25.0,2024-12-20 21:15:00+00:00,CALL
YR6USjdi,NVDA,BTO,CLOSED,1.11,0.7525,0,8,2024-12-04 15:52:20.394135+00:00,2025-01-25 17:45:04.088125+00:00,0.1125,0.1125,-5.12,,LOSS,1,True,True,141.0,2024-12-06 21:15:00+00:00,PUT
P878tDcg,XOP,BTO,CLOSED,1.24,1.24,0,5,2024-12-16 16:46:13.092704+00:00,2025-02-28 00:00:00+00:00,0.0,0.0,-6.2,,LOSS,2,True,False,150.0,2025-02-21 21:15:00+00:00,CALL
26ouNiRh,NVDA,BTO,CLOSED,1.42,1.42,0,6,2024-12-04 15:06:53.477682+00:00,2025-02-28 00:00:00+00:00,0.0,0.0,-8.52,,LOSS,2,True,False,185.0,2025-02-21 21:15:00+00:00,CALL
YCL5QFCN,SPXW,BTO,CLOSED,12.3,12.3,0,1,2025-03-12 13:32:01.696000+00:00,2025-03-26 15:17:53.980000+00:00,0.0,0.0,-12.3,,LOSS,1,True,True,5680.0,2025-03-12 20:30:00+00:00,C
FfJsRR8G,NVDA,BTO,CLOSED,132.37,132.37,0,2,2024-12-16 14:58:51.796982+00:00,2024-12-30 14:17:54.820559+00:00,134.47,134.47,4.19999999999999,,WIN,2,False,False,,,
QbtPfmXQ,AMZN,BTO,CLOSED,3.4,2.55909090909091,0,4,2024-12-04 15:07:57.028296+00:00,2025-01-21 15:07:30.076159+00:00,3.84805194805195,3.84805194805195,9.925,,WIN,2,True,False,250.0,2025-02-21 00:00:00+00:00,CALL
7AWT3v86,NVDA,BTO,CLOSED,3.05,2.895,0,2,2024-12-30 14:52:04.230495+00:00,2025-01-25 17:45:11.165622+00:00,3.51375,3.51375,2.475,,WIN,2,True,True,137.0,2025-01-03 21:15:00+00:00,CALL
29aePwW8,SPX,STO,CLOSED,22.4,22.4,0,.6,2025-01-14 17:47:07.142722+00:00,2025-01-25 17:45:19.061432+00:00,12.85,12.85,-5.73,,LOSS,1,True,True,5750.0,2025-01-17 00:00:00+00:00,PUT
jwYJUpwZ,SPX,BTO,CLOSED,17.0,17.0,0,1,2025-01-14 17:46:27.632592+00:00,2025-01-25 17:45:19.019223+00:00,23.9,23.9,6.9,,WIN,1,True,True,5900.0,2025-01-17 00:00:00+00:00,CALL
imWB4KqK,SPX,BTO,CLOSED,1.7,1.7,0,2,2025-01-13 15:25:48.389837+00:00,2025-01-25 17:45:18.371181+00:00,3.0,3.0,2.6,,WIN,1,True,True,5840.0,2025-01-13 00:00:00+00:00,CALL
kugwGk7M,SPX,BTO,CLOSED,1.5,1.025,0,1,2025-01-13 16:06:14.557850+00:00,2025-01-25 17:45:18.529042+00:00,1.35,1.35,0.65,,WIN,1,True,True,5840.0,2025-01-13 00:00:00+00:00,CALL
CPynLNXF,QQQ,BTO,CLOSED,1.65,1.65,0,1,2024-12-31 14:43:25.925198+00:00,2025-01-25 17:45:12.216904+00:00,1.82,1.82,0.17,,WIN,1,True,True,517.0,2024-12-31 21:15:00+00:00,CALL
aFEei2Tq,CVNA,BTO,CLOSED,1.12,1.12,0,1,2025-01-07 16:36:16.648500+00:00,2025-01-25 17:45:16.469437+00:00,0.0,0.0,-1.12,,LOSS,1,True,True,215.0,2025-01-10 21:15:00+00:00,CALL
AZMDgGgk,QQQ,BTO,CLOSED,1.55,1.55,0,2,2025-01-07 16:57:00.489593+00:00,2025-01-25 17:45:16.568051+00:00,0.0,0.0,-3.1,,LOSS,1,True,True,517.0,2025-01-07 21:15:00+00:00,CALL
Uy97gWVo,SPX,BTO,CLOSED,1.7,1.22857142857143,0,4,2025-01-07 18:21:02.551929+00:00,2025-01-25 17:45:16.807573+00:00,0.0,0.0,-8.6,,LOSS,2,True,False,6200.0,2025-01-22 00:00:00+00:00,CALL
YwjJP7N2,SPY,BTO,CLOSED,0.08,0.08,0,6,2025-01-07 18:47:18.429174+00:00,2025-01-25 17:45:16.893987+00:00,0.0,0.0,-0.48,,LOSS,2,True,False,617.0,2025-01-16 00:00:00+00:00,CALL
EAjCJLZs,MSTR,BTO,CLOSED,4.0,4.0,0,2,2025-01-06 18:09:56.888457+00:00,2025-01-25 17:45:15.232039+00:00,2.65,2.65,-2.7,,LOSS,2,True,True,335.0,2025-01-10 00:00:00+00:00,PUT
o6NuyG4o,SPX,BTO,CLOSED,5.3,5.3,0,.5,2025-01-06 14:32:09.757407+00:00,2025-01-25 17:45:14.467025+00:00,2.55,2.55,-1.375,,LOSS,1,True,True,5955.0,2025-01-06 00:00:00+00:00,PUT
KnF3unNX,SPX,BTO,CLOSED,1.3,1.075,0,1,2025-01-08 19:32:04.038693+00:00,2025-01-25 17:45:17.154343+00:00,0.5,0.5,-1.15,,LOSS,1,True,True,5940.0,2025-01-08 00:00:00+00:00,CALL
EYWdd4wg,SPY,BTO,CLOSED,1.4,0.74,0,1,2025-01-07 14:38:53.795518+00:00,2025-01-25 17:45:15.856242+00:00,0.0,0.0,-2.22,,LOSS,1,True,True,597.0,2025-01-07 21:15:00+00:00,CALL
BTwV898c,NVDA,BTO,CLOSED,1.42,1.42,0,3,2025-01-07 15:00:23.257407+00:00,2025-01-25 17:45:15.944386+00:00,0.0,0.0,-4.26,,LOSS,1,True,True,150.0,2025-01-10 21:15:00+00:00,CALL
86DMdft6,QQQ,BTO,CLOSED,0.73,0.73,0,1,2025-01-06 14:34:19.143757+00:00,2025-01-25 17:45:14.525183+00:00,0.47,0.47,-0.26,,LOSS,1,True,True,522.0,2025-01-06 00:00:00+00:00,PUT
QSHF5WEA,SPX,BTO,CLOSED,1.7,1.7,0,2,2025-01-06 18:06:23.695488+00:00,2025-01-25 17:45:15.182000+00:00,2.775,2.775,2.15,,WIN,1,True,True,5920.0,2025-01-07 00:00:00+00:00,PUT
H5TLAeFX,MSTR,BTO,CLOSED,6.2,6.2,0,1,2024-12-31 16:38:38.307489+00:00,2025-01-25 17:45:12.592230+00:00,7.525,7.525,1.325,,WIN,1,True,True,305.0,2025-01-03 21:15:00+00:00,CALL
TAsffS6Z,QQQ,BTO,CLOSED,0.25,0.183333333333333,0,4,2024-12-31 17:40:22.538357+00:00,2025-01-25 17:45:12.652753+00:00,0.166666666666667,0.166666666666667,-0.1,,LOSS,1,True,True,515.0,2024-12-31 21:15:00+00:00,CALL
SgZ3rQdc,SPY,BTO,CLOSED,2.47,2.47,0,2,2025-01-02 18:45:19.589209+00:00,2025-01-25 17:45:13.477224+00:00,2.625,2.625,0.31,,WIN,1,True,True,583.0,2025-01-03 21:15:00+00:00,CALL
95DenuuA,MSTR,BTO,CLOSED,6.5,6.075,0,1,2025-01-02 18:46:17.126837+00:00,2025-01-25 17:45:13.520704+00:00,10.85,10.85,9.55,,WIN,1,True,True,295.0,2025-01-03 21:15:00+00:00,CALL
ELLLBHKy,SPX,BTO,CLOSED,3.1,3.1,0,1,2024-12-31 16:33:27.822802+00:00,2025-01-25 17:45:12.549914+00:00,0.0,0.0,-3.1,,LOSS,1,True,True,5930.0,2024-12-31 21:15:00+00:00,CALL
akBg3qhS,SPX,Buy to Open,CLOSED,1.4,1.4,0,1,2024-10-04 13:31:42.049792+00:00,2025-01-25 17:44:45.484485+00:00,0.0,0.0,-1.4,,LOSS,1,True,True,5650.0,2024-10-04 21:15:00+00:00,PUT
A4UZqhJb,NVDA,Buy to Open,CLOSED,0.4,0.4,0,2,2024-10-09 14:04:32.838562+00:00,2025-01-25 17:44:46.830651+00:00,0.0,0.0,-0.8,,LOSS,2,True,False,111.0,2024-10-25 21:15:00+00:00,PUT
acqj3rFi,TSM,BTO,CLOSED,0.62,0.62,0,1,2024-11-27 18:45:33.117130+00:00,2025-01-25 17:45:01.719204+00:00,0.81,0.81,0.19,,WIN,1,True,True,182.5,2024-11-29 21:15:00+00:00,CALL
75tPoQdZ,NVDA,BTO,CLOSED,1.44,1.44,0,2,2024-11-27 19:20:34.000675+00:00,2025-01-25 17:45:01.779150+00:00,3.2975,3.2975,3.715,,WIN,2,True,False,138.0,2024-12-06 21:15:00+00:00,CALL
27Nmm8tg,MSTR,BTO,CLOSED,34.95,34.95,0,1,2025-01-07 17:20:26.471571+00:00,2025-01-17 19:57:35.988665+00:00,53.75,53.75,18.8,,WIN,2,True,False,400.0,2025-02-21 00:00:00+00:00,CALL
PX8nebv4,QQQ,BTO,CLOSED,3.22,3.135,0,2,2024-12-30 14:49:25.941756+00:00,2025-01-25 17:45:11.090251+00:00,5.31225,5.31225,8.709,,WIN,1,True,True,514.0,2024-12-31 21:15:00+00:00,CALL
gjSBMkZF,SPX,BTO,CLOSED,7.1,7.1,0,2,2025-01-14 20:38:41.775909+00:00,2025-01-25 17:45:19.462877+00:00,40.2,40.2,66.2,,WIN,1,True,True,5900.0,2025-01-15 00:00:00+00:00,CALL
iMXmTRb9,SPX,BTO,CLOSED,1.0,1.0,0,.70,2024-12-10 16:50:43.152988+00:00,2025-01-25 17:45:06.419807+00:00,0.25,0.25,-0.525,,LOSS,1,True,True,6070.0,2024-12-10 21:15:00+00:00,CALL
aTKHDAPS,UVXY,BTO,CLOSED,18.26,18.26,0,6,2025-01-21 16:41:55.215938+00:00,2025-03-05 16:06:31.633000+00:00,23.36,23.36,30.6,,WIN,2,False,False,,,
VY3BHE4c,IWM,BTO,CLOSED,0.44,0.44,0,3,2025-01-14 20:24:07.555711+00:00,2025-01-25 17:45:19.412759+00:00,1.76666666666667,1.76666666666667,3.98,,WIN,1,True,True,224.0,2025-01-15 00:00:00+00:00,CALL
EF27ruHq,SPX,BTO,CLOSED,12.2,12.2,0,6,2024-09-30 13:02:47.015830+00:00,2025-01-25 17:44:43.227285+00:00,18.4,18.4,37.2,,WIN,2,True,False,5850.0,2024-10-16 21:15:00+00:00,
o4ZvJFDq,OXY,BTO,CLOSED,0.62,0.62,0,6,2024-09-30 13:31:13.597888+00:00,2025-01-25 17:44:43.409884+00:00,0.0,0.0,-3.72,,LOSS,2,True,False,60.0,2024-12-20 21:15:00+00:00,CALL
2TWmu2Kx,NVDA,BTO,CLOSED,3.1,2.812,0,2,2025-01-07 15:00:44.102644+00:00,2025-01-25 17:45:15.998861+00:00,0.0,0.0,-14.06,,LOSS,2,True,False,150.0,2025-01-17 00:00:00+00:00,CALL
7MNtaB4N,SPX,BTO,CLOSED,13.2,11.95,0,1,2024-12-20 15:49:15.809673+00:00,2025-01-25 17:45:10.203232+00:00,0.0,0.0,-23.9,,LOSS,1,True,True,5900.0,2024-12-20 21:15:00+00:00,PUT
fQBDYsTP,NVDA,BTO,CLOSED,1.18,0.98,0,2,2024-12-13 15:39:36.704912+00:00,2025-01-25 17:45:07.853895+00:00,0.7,0.7,-1.12,,LOSS,2,True,True,142.0,2024-12-20 21:15:00+00:00,CALL
U3AMifyg,SPX,STO,CLOSED,25.45,25.45,0,6,2025-01-23 14:30:31.753593+00:00,2025-03-26 15:17:48.227000+00:00,0.0,0.0,-152.7,,LOSS,2,True,False,6350.0,2025-03-21 21:15:00+00:00,CALL
U81LV801,MSTR,BTO,CLOSED,0.96,0.96,0,1,2025-03-12 13:37:06.399000+00:00,2025-03-26 15:17:34.847000+00:00,0.0,0.0,-0.96,,LOSS,1,True,True,302.5,2025-03-14 20:30:00+00:00,C
5Z3UWENe,SQQQ,BTO,CLOSED,0.42,0.465714285714286,0,7,2024-10-25 13:59:45.246304+00:00,2025-01-25 17:44:50.175631+00:00,0.214285714285714,0.214285714285714,-1.76,,LOSS,2,True,False,7.0,2024-11-15 21:15:00+00:00,CALL
C1QVD1LK,SPY,BTO,CLOSED,1.5,1.225,0,1,2025-03-10 14:03:22.635000+00:00,2025-03-26 15:18:04.182000+00:00,0.0,0.0,-2.45,,LOSS,1,True,True,570.0,2025-03-10 20:30:00+00:00,C
gTvgoHKK,SPY,BTO,CLOSED,0.48,0.435,0,4,2024-11-26 14:46:07.249761+00:00,2025-01-25 17:45:01.033793+00:00,0.0,0.0,-1.74,,LOSS,1,True,True,597.0,2024-11-26 21:15:00+00:00,PUT
FcKrTL84,SPY,BTO,CLOSED,1.11,1.11,0,2,2025-01-22 14:41:49.122160+00:00,2025-02-28 00:00:00+00:00,0.0,0.0,-2.22,,LOSS,1,True,True,604.0,2025-01-23 21:15:00+00:00,PUT
